value
Christliche Gewerkschaft Metall
Gewerkschaft Öffentlicher Dienst und Dienstleistungen
Arbeitnehmerverband dt. Milchkontroll- u. Tierzuchtbediensteter
Christliche Gewerkschaft Postservice und Telekommunikation
Die Berufsgewerkschaft e. V. im CGB
Die Berufsgewerkschaft
Beschäftigtenverband Industrie, Gewerbe, Dienstleistung
Bund der Hotel-, Restaurant- und Cafeangestellten
Union Ganymed
Christliche Gewerkschaft Bergbau, Chemie, Energie
Christliche Gewerkschaft Deutscher Eisenbahner
Gewerkschaft für Kunststoffgewerbe und Holzverarbeitung
Gewerkschaft für Kunststoffgewerbe und Holzverarbeitung im CGB
Gewerkschaft Transport & Logistik
Fachgewerkschaft für Arbeitnehmer des Transport- und Logistikgewerbes
Marburger Bund
Deutsche Angestelltengewerkschaft
Deutsche Postgewerkschaft
IG Medien
Gewerkschaft Öffentliche Dienste, Transport und Verkehr
Gewerkschaft Handel, Banken und Versicherungen
Verkehrsgewerkschaft
Arbeitgeber- und Wirtschaftsverbände Sachsen-Anhalt
Die Unternehmensverbände im Lande Bremen
Die Arbeitgeber.
unternehmer nrw
Landesvereinigung der Unternehmensverbände Nordrhein-Westfalen
Landesvereinigung Unternehmerverbände Rheinland-Pfalz
Die Unternehmer in Rheinlad-Pfalz
Unternehmer Baden-Württemberg
Unternehmerverbände Niedersachsen
Vereinigung der Unternehmensverbände in Hamburg und Schleswig-Holstein
Vereinigung der Bayerischen Wirtschaft
Verband der Wirtschaft Thüringens
Vereinigung der hessischen Unternehmerverbände
Vereinigung der Saarländischen Unternehmensverbände
Die Arbeitgeber im Saarland.
Vereinigung der Sächsischen Wirtschaft
Vereinigung der Unternehmensverbände für Mecklenburg-Vorpommern
VU Die Arbeitgeber Mecklenburg-Vorpommern
Vereinigung der Unternehmensverbände in Berlin und Brandenburg
Unternehmensverbände Berlin-Brandenburg
Arbeitgeberverband für Telekommunikation und IT
agv:community
agv comunity
Arbeitgeberverband der Deutschen Immobilienwirtschaft
Arbeitgeberverband Pflege
Arbeitgeberverband Postdienste
bpa Arbeitgeberverband
Bundesarbeitgeberverband der Personaldienstleister
Bundesverband Briefdienste
Bundesverband der Sicherheitswirtschaft
Bundesverband der Systemgastronomie
Deutscher Bühnenverein
Bundesverband der Theater und Orchester
Deutscher Hotel- und Gaststättenverband
Arbeitgeberverband deutscher Fitness- und Gesundheits-Anlagen
Arbeitgeberverbände energie- und versorgungswirtschaftlicher Unternehmungen
Arbeitgeberverband der Versicherungsunternehmen in Deutschland
Die Versicherer als Arbeitgeber
Arbeitgeberverband des privaten Bankgewerbes
Bundesverband Großhandel, Außenhandel, Dienstleistungen
Handelsverband Deutschland
Unternehmerverband Deutsches Handwerk
Zentralverband des Deutschen Baugewerbes
Das deutsche Baugewerbe
Arbeitgeberverband der Cigarettenindustrie
Arbeitgeberverband der Deutschen Kautschukindustrie
Arbeitgeberverband der Deutschen Lederindustrie
Vereinigung Bergischer Unternehmerverbände
Arbeitgeberverband Stahl
Arbeitgebervereinigung Nahrung und Genuss
Branchenverband Steinkohle und Nachbergbau
Bundesarbeitgeberverband Chemie
Bundesarbeitgeberverband Glas und Solar
Glas Solar
Bundesverband Druck und Medien
Bundesverband Keramische Industrie
Deutscher Braunkohlen-Industrie-Verein
Gesamtverband der deutschen Textil- und Modeindustrie
Gesamtverband der metallindustriellen Arbeitgeberverbände
Hauptverband der Deutschen Bauindustrie
Hauptverband der Holzindustrie und Kunststoffe verarbeitenden Industrie und verwandter Industrie- und Wirtschaftszweige
Hauptverband der deutschen Holzindustrie
Hauptverband Papier- und Kunststoffverarbeitung
Sozialpolitische Arbeitsgemeinschaft Steine und Erden
Verein der Zuckerindustrie
Die Papierindustrie
Verband der Kali- und Salzindustrie
Bundesverband Garten-, Landschafts- und Sportplatzbau
Gesamtverband der Deutschen Land- und Forstwirtschaftlichen Arbeitgeberverbände
Arbeitgeber- und Wirtschaftsverband der Mobilitäts- und Verkehrsdienstleister
Agv MoVe
Verband der Mobilitäts- und Verkerhsdienstleister
Arbeitgeberverband Deutscher Eisenbahnen
Arbeitgeberverband Luftverkehr
Sozialpolitische Arbeitsgemeinschaft Verkehr
Verband Deutscher Reeder
